Date,Close,Open,High,Low,Volume,Diferenca,Diferenca_percentual,Fechamento_minima,High-Low,ticker,Date,ForceIndex
2022-04-11 00:00:00-03:00,16.3799991607666,16.719999313354492,16.790000915527344,16.1200008392334,11358100,-0.6500015258789062,-3.8168026991838095,0.2599983215332031,0.6700000762939453,PETZ3.SA,2022-04-11 00:00:00-03:00,
2022-04-12 00:00:00-03:00,16.649999618530273,16.850000381469727,17.329999923706055,16.399999618530273,8170300,0.2700004577636719,1.6483545274555098,0.25,0.9300003051757812,PETZ3.SA,2022-04-12 00:00:00-03:00,
2022-04-13 00:00:00-03:00,16.850000381469727,16.84000015258789,17.06999969482422,16.3799991607666,7325800,0.2000007629394531,1.201205810941076,0.470001220703125,0.6900005340576172,PETZ3.SA,2022-04-13 00:00:00-03:00,
2022-04-14 00:00:00-03:00,16.170000076293945,16.780000686645508,16.81999969482422,16.059999465942383,6990900,-0.6800003051757812,-4.035610028374776,0.1100006103515625,0.7600002288818359,PETZ3.SA,2022-04-14 00:00:00-03:00,
2022-04-18 00:00:00-03:00,15.989999771118164,16.139999389648438,16.329999923706055,15.68000030517578,7441300,-0.1800003051757812,-1.1131744237878536,0.3099994659423828,0.6499996185302734,PETZ3.SA,2022-04-18 00:00:00-03:00,
2022-04-19 00:00:00-03:00,16.15999984741211,16.0,16.200000762939453,15.609999656677246,7505700,0.1700000762939453,1.0631649701522008,0.5500001907348633,0.590001106262207,PETZ3.SA,2022-04-19 00:00:00-03:00,
2022-04-20 00:00:00-03:00,15.979999542236328,16.149999618530273,16.260000228881836,15.619999885559082,7026900,-0.1800003051757812,-1.1138632851200612,0.3599996566772461,0.6400003433227539,PETZ3.SA,2022-04-20 00:00:00-03:00,
2022-04-22 00:00:00-03:00,15.43000030517578,15.800000190734863,15.800000190734863,15.050000190734863,8592000,-0.5499992370605469,-3.441797577070375,0.3800001144409179,0.75,PETZ3.SA,2022-04-22 00:00:00-03:00,
2022-04-25 00:00:00-03:00,15.869999885559082,15.039999961853027,15.979999542236328,15.010000228881836,7376500,0.4399995803833008,2.8515850400580263,0.8599996566772461,0.9699993133544922,PETZ3.SA,2022-04-25 00:00:00-03:00,
2022-04-26 00:00:00-03:00,15.75,16.0,16.100000381469727,15.520000457763672,7239900,-0.119999885559082,-0.7561429516346436,0.2299995422363281,0.5799999237060547,PETZ3.SA,2022-04-26 00:00:00-03:00,
2022-04-27 00:00:00-03:00,15.789999961853027,16.1299991607666,16.270000457763672,15.65999984741211,5003100,0.0399999618530273,0.2539680117652523,0.1300001144409179,0.6100006103515625,PETZ3.SA,2022-04-27 00:00:00-03:00,
2022-04-28 00:00:00-03:00,15.760000228881836,15.789999961853027,16.049999237060547,15.359999656677246,6392400,-0.0299997329711914,-0.1899919762106918,0.4000005722045898,0.6899995803833008,PETZ3.SA,2022-04-28 00:00:00-03:00,
2022-04-29 00:00:00-03:00,15.229999542236328,15.949999809265137,16.149999618530273,15.199999809265137,7972400,-0.5300006866455078,-3.3629484704843264,0.0299997329711914,0.9499998092651368,PETZ3.SA,2022-04-29 00:00:00-03:00,
2022-05-02 00:00:00-03:00,15.510000228881836,15.220000267028809,15.510000228881836,14.90999984741211,7102300,0.2800006866455078,1.838481254506945,0.6000003814697266,0.6000003814697266,PETZ3.SA,2022-05-02 00:00:00-03:00,
2022-05-03 00:00:00-03:00,15.760000228881836,15.4399995803833,16.270000457763672,15.329999923706056,12764400,0.25,1.6118632902046244,0.4300003051757812,0.9400005340576172,PETZ3.SA,2022-05-03 00:00:00-03:00,
2022-05-04 00:00:00-03:00,16.260000228881836,15.539999961853027,16.389999389648438,15.029999732971191,8232000,0.5,3.172588786411936,1.2300004959106443,1.359999656677246,PETZ3.SA,2022-05-04 00:00:00-03:00,
2022-05-05 00:00:00-03:00,15.170000076293944,15.9399995803833,15.989999771118164,15.029999732971191,5489000,-1.0900001525878906,-6.703567879733342,0.1400003433227539,0.9600000381469728,PETZ3.SA,2022-05-05 00:00:00-03:00,
2022-05-06 00:00:00-03:00,13.239999771118164,15.149999618530272,15.149999618530272,12.880000114440918,37968900,-1.9300003051757808,-12.722480523858266,0.3599996566772461,2.2699995040893555,PETZ3.SA,2022-05-06 00:00:00-03:00,
2022-05-09 00:00:00-03:00,11.800000190734863,12.779999732971191,12.989999771118164,11.800000190734863,19790500,-1.4399995803833008,-10.876129949220442,0.0,1.1899995803833008,PETZ3.SA,2022-05-09 00:00:00-03:00,
2022-05-10 00:00:00-03:00,12.65999984741211,12.43000030517578,12.890000343322754,11.579999923706056,25485900,0.8599996566772461,7.288132565900312,1.079999923706055,1.3100004196166992,PETZ3.SA,2022-05-10 00:00:00-03:00,
2022-05-11 00:00:00-03:00,12.420000076293944,12.630000114440918,13.229999542236328,12.329999923706056,11265700,-0.239999771118164,-1.895732812091808,0.0900001525878906,0.8999996185302734,PETZ3.SA,2022-05-11 00:00:00-03:00,
2022-05-12 00:00:00-03:00,12.1899995803833,12.289999961853027,12.720000267028809,11.899999618530272,7919400,-0.2300004959106445,-1.85185583331554,0.2899999618530273,0.8200006484985352,PETZ3.SA,2022-05-12 00:00:00-03:00,-33182282.676887512
2022-05-13 00:00:00-03:00,13.359999656677246,12.390000343322754,13.56999969482422,12.220000267028809,11403100,1.170000076293945,9.59803212935924,1.1399993896484375,1.3499994277954102,PETZ3.SA,2022-05-13 00:00:00-03:00,-37516198.565006256
2022-05-16 00:00:00-03:00,13.880000114440918,13.359999656677246,13.880000114440918,12.850000381469728,10893300,0.5200004577636719,3.8922190952585822,1.0299997329711914,1.0299997329711914,PETZ3.SA,2022-05-16 00:00:00-03:00,-32353103.90882492
2022-05-17 00:00:00-03:00,13.800000190734863,14.100000381469728,14.470000267028809,13.529999732971191,7827200,-0.0799999237060546,-0.5763683216603255,0.2700004577636719,0.9400005340576172,PETZ3.SA,2022-05-17 00:00:00-03:00,-18550463.104248047
2022-05-18 00:00:00-03:00,13.460000038146973,13.640000343322754,14.289999961853027,13.270000457763672,15951100,-0.3400001525878906,-2.4637691875987286,0.1899995803833007,1.0199995040893557,PETZ3.SA,2022-05-18 00:00:00-03:00,-40356278.74059677
2022-05-19 00:00:00-03:00,12.760000228881836,13.199999809265137,13.670000076293944,12.739999771118164,10238300,-0.6999998092651367,-5.200592921851921,0.0200004577636718,0.9300003051757812,PETZ3.SA,2022-05-19 00:00:00-03:00,-34810216.0943985
2022-05-20 00:00:00-03:00,12.100000381469728,12.989999771118164,13.0,11.6899995803833,19895800,-0.6599998474121094,-5.172412504493707,0.4100008010864258,1.3100004196166992,PETZ3.SA,2022-05-20 00:00:00-03:00,-77195687.30278012
2022-05-23 00:00:00-03:00,12.300000190734863,12.199999809265137,12.449999809265137,11.789999961853027,16739800,0.1999998092651367,1.6528909335525412,0.5100002288818359,0.6599998474121094,PETZ3.SA,2022-05-23 00:00:00-03:00,-52395575.91571805
2022-05-24 00:00:00-03:00,11.84000015258789,11.90999984741211,12.119999885559082,11.520000457763672,11892400,-0.4600000381469726,-3.73983765051868,0.3199996948242187,0.5999994277954102,PETZ3.SA,2022-05-24 00:00:00-03:00,-47926368.8243866
2022-05-25 00:00:00-03:00,11.619999885559082,11.789999961853027,11.989999771118164,11.4399995803833,10245800,-0.2200002670288086,-1.858110339472617,0.1800003051757812,0.5500001907348633,PETZ3.SA,2022-05-25 00:00:00-03:00,-42315155.17253876
2022-05-26 00:00:00-03:00,12.149999618530272,11.670000076293944,12.399999618530272,11.619999885559082,7606900,0.5299997329711914,4.561099295963473,0.5299997329711914,0.7799997329711914,PETZ3.SA,2022-05-26 00:00:00-03:00,-27689118.61162187
2022-05-27 00:00:00-03:00,12.289999961853027,12.149999618530272,12.40999984741211,11.9399995803833,6722300,0.1400003433227539,1.1522662363646106,0.3500003814697265,0.4700002670288086,PETZ3.SA,2022-05-27 00:00:00-03:00,-23326382.79504776
2022-05-30 00:00:00-03:00,12.15999984741211,12.300000190734863,12.770000457763672,12.06999969482422,5596900,-0.1300001144409179,-1.057771479612896,0.0900001525878906,0.7000007629394531,PETZ3.SA,2022-05-30 00:00:00-03:00,-17182481.29196167
2022-05-31 00:00:00-03:00,12.130000114440918,12.039999961853027,12.34000015258789,11.960000038146973,7118600,-0.0299997329711914,-0.2467083334509681,0.1700000762939453,0.3800001144409179,PETZ3.SA,2022-05-31 00:00:00-03:00,-24060868.81465912
